year,practice_code,lad23cd,patients,share
2017,E87069,E09000014,21,0.00712589
2017,E87069,E09000015,1,0.000339328
2017,E87069,E09000016,3,0.00101798
2017,E87069,E09000017,1,0.000339328
2017,E87069,E09000018,1,0.000339328
2017,E87069,E09000019,56,0.0190024
2017,E87069,E09000020,25,0.0084832
2017,E87069,E09000021,3,0.00101798
2017,E87069,E09000022,46,0.0156091
2017,E87069,E09000023,12,0.00407194
2017,E87069,E09000024,3,0.00101798
2017,E87069,E09000025,25,0.0084832
2017,E87069,E09000026,4,0.00135731
2017,E87069,E09000027,3,0.00101798
2017,E87069,E09000028,39,0.0132338
2017,E87069,E09000029,3,0.00101798
2017,E87069,E09000030,46,0.0156091
2017,E87069,E09000031,30,0.0101798
2017,E87069,E09000032,17,0.00576858
2017,E87069,E09000033,1743,0.591449
2017,E87070,E06000060,1,0.000199641
2017,E87070,E09000003,2,0.000399281
2017,E87070,E09000005,2,0.000399281
2017,E87070,E09000007,13,0.00259533
2017,E87070,E09000009,1,0.000199641
2017,E87070,E09000011,1,0.000199641
2017,E87070,E09000012,2,0.000399281
2017,E87070,E09000013,1,0.000199641
2017,E87070,E09000014,1,0.000199641
2017,E87070,E09000020,4,0.000798563
2017,E87070,E09000025,1,0.000199641
2017,E87070,E09000028,1,0.000199641
2017,E87070,E09000030,2,0.000399281
2017,E87070,E09000032,2,0.000399281
2017,E87070,E09000033,4975,0.993212
2017,E87071,E07000071,1,0.000381388
2017,E87071,E09000005,1,0.000381388
2017,E87071,E09000007,1,0.000381388
2017,E87071,E09000011,1,0.000381388
2017,E87071,E09000013,7,0.00266972
2017,E87071,E09000018,1,0.000381388
2017,E87071,E09000020,2287,0.872235
2017,E87071,E09000022,1,0.000381388
2017,E87071,E09000032,148,0.0564455
2017,E87071,E09000033,174,0.0663616
2017,E87609,E06000023,1,6.41478e-05
2017,E87609,E07000214,1,6.41478e-05
2017,E87609,E09000001,1,6.41478e-05
2017,E87609,E09000002,1,6.41478e-05
2017,E87609,E09000003,35,0.00224517
2017,E87609,E09000005,28,0.00179614
2017,E87609,E09000007,2166,0.138944
2017,E87609,E09000009,5,0.000320739
2017,E87609,E09000010,2,0.000128296
2017,E87609,E09000012,1,6.41478e-05
2017,E87609,E09000013,3,0.000192443
2017,E87609,E09000014,6,0.000384887
2017,E87609,E09000018,1,6.41478e-05
2017,E87609,E09000019,2,0.000128296
2017,E87609,E09000020,5,0.000320739
2017,E87609,E09000022,7,0.000449035
2017,E87609,E09000023,1,6.41478e-05
2017,E87609,E09000025,4,0.000256591
2017,E87609,E09000028,1,6.41478e-05
2017,E87609,E09000029,1,6.41478e-05
2017,E87609,E09000030,6,0.000384887
2017,E87609,E09000032,6,0.000384887
2017,E87609,E09000033,13305,0.853486
2017,E87637,E06000007,1,9.87557e-05
2017,E87637,E06000039,1,9.87557e-05
2017,E87637,E07000074,1,9.87557e-05
2017,E87637,E07000086,1,9.87557e-05
2017,E87637,E07000211,1,9.87557e-05
2017,E87637,E09000001,1,9.87557e-05
2017,E87637,E09000002,1,9.87557e-05
2017,E87637,E09000003,42,0.00414774
2017,E87637,E09000005,615,0.0607347
2017,E87637,E09000007,60,0.00592534
2017,E87637,E09000008,1,9.87557e-05
2017,E87637,E09000009,49,0.00483903
2017,E87637,E09000010,8,0.000790045
2017,E87637,E09000011,1,9.87557e-05
2017,E87637,E09000012,8,0.000790045
2017,E87637,E09000013,29,0.00286391
2017,E87637,E09000014,9,0.000888801
2017,E87637,E09000015,5,0.000493778
2017,E87637,E09000017,14,0.00138258
2017,E87637,E09000018,12,0.00118507
2017,E87637,E09000019,5,0.000493778
2017,E87637,E09000020,164,0.0161959
2017,E87637,E09000022,1,9.87557e-05
2017,E87637,E09000023,1,9.87557e-05
2017,E87637,E09000024,1,9.87557e-05
2017,E87637,E09000025,10,0.000987557
2017,E87637,E09000026,2,0.000197511
2017,E87637,E09000028,7,0.00069129
2017,E87637,E09000030,10,0.000987557
2017,E87637,E09000031,11,0.00108631
2017,E87637,E09000032,8,0.000790045
2017,E87637,E09000033,9046,0.893344
2017,E87648,E07000098,1,0.000450045
2017,E87648,E07000102,2,0.00090009
2017,E87648,E09000003,5,0.00225023
2017,E87648,E09000005,3,0.00135014
2017,E87648,E09000007,77,0.0346535
2017,E87648,E09000009,4,0.00180018
2017,E87648,E09000010,2,0.00090009
2017,E87648,E09000012,2,0.00090009
2017,E87648,E09000013,7,0.00315032
2017,E87648,E09000014,3,0.00135014
2017,E87648,E09000017,2,0.00090009
2017,E87648,E09000019,8,0.00360036
2017,E87648,E09000020,22,0.00990099
2017,E87648,E09000022,8,0.00360036
2017,E87648,E09000023,2,0.00090009
2017,E87648,E09000024,2,0.00090009
2017,E87648,E09000027,2,0.00090009
2017,E87648,E09000028,5,0.00225023
2017,E87648,E09000030,5,0.00225023
2017,E87648,E09000031,1,0.000450045
2017,E87648,E09000032,2,0.00090009
2017,E87648,E09000033,2057,0.925743
2017,E87663,E06000060,1,0.000319285
2017,E87663,E08000003,1,0.000319285
2017,E87663,E08000036,1,0.000319285
2017,E87663,E09000001,1,0.000319285
2017,E87663,E09000003,54,0.0172414
2017,E87663,E09000004,1,0.000319285
2017,E87663,E09000005,600,0.191571
2017,E87663,E09000007,182,0.0581098
2017,E87663,E09000009,55,0.0175607
2017,E87663,E09000010,5,0.00159642
2017,E87663,E09000012,1,0.000319285
2017,E87663,E09000013,25,0.00798212
2017,E87663,E09000014,3,0.000957854
2017,E87663,E09000015,18,0.00574713
2017,E87663,E09000017,3,0.000957854
2017,E87663,E09000018,10,0.00319285
2017,E87663,E09000019,13,0.0041507
2017,E87663,E09000020,28,0.00893997
2017,E87663,E09000021,1,0.000319285
2017,E87663,E09000022,5,0.00159642
2017,E87663,E09000023,1,0.000319285
2017,E87663,E09000025,5,0.00159642
2017,E87663,E09000027,2,0.00063857
2017,E87663,E09000028,5,0.00159642
2017,E87663,E09000031,1,0.000319285
2017,E87663,E09000032,5,0.00159642
2017,E87663,E09000033,2105,0.672095
2017,E87665,E09000005,1,0.000209074
2017,E87665,E09000013,4,0.000836295
2017,E87665,E09000020,4761,0.9954
2017,E87665,E09000022,4,0.000836295
2017,E87665,E09000024,1,0.000209074
2017,E87665,E09000028,1,0.000209074
2017,E87665,E09000032,5,0.00104537
2017,E87665,E09000033,6,0.00125444
2017,E87677,E06000018,1,6.84932e-05
2017,E87677,E06000032,1,6.84932e-05
2017,E87677,E06000040,1,6.84932e-05
2017,E87677,E07000008,1,6.84932e-05
2017,E87677,E07000046,1,6.84932e-05
2017,E87677,E07000072,1,6.84932e-05
2017,E87677,E07000093,1,6.84932e-05
2017,E87677,E07000116,2,0.000136986
2017,E87677,E07000209,1,6.84932e-05
2017,E87677,E08000012,1,6.84932e-05
2017,E87677,E08000028,1,6.84932e-05
2017,E87677,E09000001,2,0.000136986
2017,E87677,E09000004,2,0.000136986
2017,E87677,E09000005,8,0.000547945
2017,E87677,E09000007,302,0.0206849
2017,E87677,E09000009,81,0.00554795
2017,E87677,E09000012,11,0.000753425
2017,E87677,E09000013,4445,0.304452
2017,E87677,E09000014,7,0.000479452
2017,E87677,E09000018,56,0.00383562
2017,E87677,E09000019,259,0.0177397
2017,E87677,E09000020,4349,0.297877
2017,E87677,E09000021,1,6.84932e-05
2017,E87677,E09000022,20,0.00136986
2017,E87677,E09000023,2,0.000136986
2017,E87677,E09000024,1,6.84932e-05
2017,E87677,E09000025,1,6.84932e-05
2017,E87677,E09000027,3,0.000205479
2017,E87677,E09000028,5,0.000342466
2017,E87677,E09000030,4,0.000273973
2017,E87677,E09000032,35,0.00239726
2017,E87677,E09000033,4994,0.342055
2017,E87681,E06000016,1,9.94926e-05
2017,E87681,E06000039,1,9.94926e-05
2017,E87681,E06000060,1,9.94926e-05
2017,E87681,E08000035,1,9.94926e-05
2017,E87681,E09000003,16,0.00159188
2017,E87681,E09000005,128,0.0127351
2017,E87681,E09000007,46,0.00457666
2017,E87681,E09000009,44,0.00437767
2017,E87681,E09000010,4,0.00039797
2017,E87681,E09000011,1,9.94926e-05
2017,E87681,E09000012,10,0.000994926
2017,E87681,E09000013,96,0.00955129
2017,E87681,E09000014,3,0.000298478
2017,E87681,E09000015,4,0.00039797
2017,E87681,E09000017,3,0.000298478
2017,E87681,E09000018,11,0.00109442
2017,E87681,E09000019,2,0.000198985
2017,E87681,E09000020,737,0.073326
2017,E87681,E09000022,11,0.00109442
2017,E87681,E09000023,1,9.94926e-05
2017,E87681,E09000024,5,0.000497463
2017,E87681,E09000025,3,0.000298478
2017,E87681,E09000027,1,9.94926e-05
2017,E87681,E09000028,2,0.000198985
2017,E87681,E09000030,3,0.000298478
2017,E87681,E09000031,4,0.00039797
2017,E87681,E09000032,12,0.00119391
2017,E87681,E09000033,8900,0.885484
2017,E87682,E06000032,1,0.000139743
2017,E87682,E06000033,1,0.000139743
2017,E87682,E06000060,5,0.000698714
2017,E87682,E07000095,2,0.000279486
2017,E87682,E07000103,2,0.000279486
2017,E87682,E07000116,1,0.000139743
2017,E87682,E07000181,1,0.000139743
2017,E87682,E07000208,1,0.000139743
2017,E87682,E07000240,3,0.000419229
2017,E87682,E09000001,1,0.000139743
2017,E87682,E09000002,3,0.000419229
2017,E87682,E09000003,44,0.00614869
2017,E87682,E09000005,367,0.0512856
2017,E87682,E09000007,51,0.00712689
2017,E87682,E09000008,2,0.000279486
2017,E87682,E09000009,116,0.0162102
2017,E87682,E09000010,4,0.000558971
2017,E87682,E09000011,1,0.000139743
2017,E87682,E09000012,7,0.0009782
2017,E87682,E09000013,94,0.0131358
2017,E87682,E09000014,9,0.00125769
2017,E87682,E09000015,19,0.00265511
2017,E87682,E09000017,22,0.00307434
2017,E87682,E09000018,14,0.0019564
2017,E87682,E09000019,7,0.0009782
2017,E87682,E09000020,652,0.0911124
2017,E87682,E09000021,1,0.000139743
2017,E87682,E09000022,2,0.000279486
2017,E87682,E09000024,3,0.000419229
2017,E87682,E09000025,10,0.00139743
2017,E87682,E09000026,3,0.000419229
2017,E87682,E09000027,3,0.000419229
2017,E87682,E09000028,4,0.000558971
2017,E87682,E09000029,3,0.000419229
2017,E87682,E09000030,5,0.000698714
2017,E87682,E09000031,4,0.000558971
2017,E87682,E09000032,9,0.00125769
2017,E87682,E09000033,5679,0.7936
2017,E87691,E09000020,1,0.0045045
2017,E87691,E09000033,221,0.995495
2017,E87694,E07000082,1,0.00387597
2017,E87694,E09000016,1,0.00387597
2017,E87694,E09000018,2,0.00775194
2017,E87694,E09000019,2,0.00775194
2017,E87694,E09000020,50,0.193798
2017,E87694,E09000032,1,0.00387597
2017,E87694,E09000033,201,0.77907
2017,E87701,E07000072,1,0.000118624
2017,E87701,E07000209,1,0.000118624
2017,E87701,E09000003,2,0.000237248
2017,E87701,E09000005,5,0.00059312
2017,E87701,E09000007,2,0.000237248
2017,E87701,E09000009,2,0.000237248
2017,E87701,E09000012,1,0.000118624
2017,E87701,E09000013,27,0.00320285
2017,E87701,E09000015,1,0.000118624
2017,E87701,E09000018,2,0.000237248
2017,E87701,E09000019,1,0.000118624
2017,E87701,E09000020,8328,0.9879
2017,E87701,E09000022,1,0.000118624
2017,E87701,E09000024,1,0.000118624
2017,E87701,E09000028,2,0.000237248
2017,E87701,E09000031,1,0.000118624
2017,E87701,E09000032,2,0.000237248
2017,E87701,E09000033,50,0.0059312
2017,E87702,E06000016,1,0.00050813
2017,E87702,E06000043,1,0.00050813
2017,E87702,E07000064,1,0.00050813
2017,E87702,E09000003,1,0.00050813
2017,E87702,E09000005,4,0.00203252
2017,E87702,E09000007,1,0.00050813
2017,E87702,E09000009,9,0.00457317
2017,E87702,E09000013,93,0.0472561
2017,E87702,E09000014,1,0.00050813
2017,E87702,E09000018,9,0.00457317
2017,E87702,E09000019,1,0.00050813
2017,E87702,E09000020,1727,0.877541
2017,E87702,E09000022,1,0.00050813
2017,E87702,E09000027,2,0.00101626
2017,E87702,E09000028,1,0.00050813
2017,E87702,E09000030,1,0.00050813
2017,E87702,E09000031,1,0.00050813
2017,E87702,E09000032,10,0.0050813
2017,E87702,E09000033,103,0.0523374
2017,E87706,E09000002,1,0.000241371
2017,E87706,E09000003,6,0.00144823
2017,E87706,E09000005,73,0.0176201
2017,E87706,E09000007,3,0.000724113
2017,E87706,E09000009,51,0.0123099
2017,E87706,E09000010,1,0.000241371
2017,E87706,E09000011,1,0.000241371
2017,E87706,E09000012,1,0.000241371
2017,E87706,E09000013,496,0.11972
2017,E87706,E09000015,1,0.000241371
2017,E87706,E09000017,4,0.000965484
2017,E87706,E09000018,3,0.000724113
2017,E87706,E09000019,2,0.000482742
2017,E87706,E09000020,3386,0.817282
2017,E87706,E09000022,2,0.000482742
2017,E87706,E09000023,1,0.000241371
2017,E87706,E09000025,1,0.000241371
2017,E87706,E09000026,1,0.000241371
2017,E87706,E09000027,1,0.000241371
2017,E87706,E09000030,1,0.000241371
2017,E87706,E09000033,107,0.0258267
2017,E87711,E09000020,281,1
2017,E87714,E06000034,2,0.000431593
2017,E87714,E07000098,1,0.000215796
2017,E87714,E09000001,5,0.00107898
2017,E87714,E09000003,6,0.00129478
2017,E87714,E09000004,1,0.000215796
2017,E87714,E09000005,5,0.00107898
2017,E87714,E09000007,908,0.195943
2017,E87714,E09000008,1,0.000215796
2017,E87714,E09000009,2,0.000431593
2017,E87714,E09000010,2,0.000431593
2017,E87714,E09000011,1,0.000215796
2017,E87714,E09000012,4,0.000863185
2017,E87714,E09000013,7,0.00151057
2017,E87714,E09000014,9,0.00194217
2017,E87714,E09000018,4,0.000863185
2017,E87714,E09000019,16,0.00345274
2017,E87714,E09000020,7,0.00151057
2017,E87714,E09000022,8,0.00172637
2017,E87714,E09000023,6,0.00129478
2017,E87714,E09000025,3,0.000647389
2017,E87714,E09000026,1,0.000215796
2017,E87714,E09000028,11,0.00237376
2017,E87714,E09000030,12,0.00258956
2017,E87714,E09000031,1,0.000215796
2017,E87714,E09000032,5,0.00107898
2017,E87714,E09000033,3606,0.778161
2017,E87715,E06000002,1,0.000133547
2017,E87715,E06000022,1,0.000133547
2017,E87715,E06000040,1,0.000133547
2017,E87715,E06000059,1,0.000133547
2017,E87715,E07000011,1,0.000133547
2017,E87715,E07000012,1,0.000133547
2017,E87715,E07000098,3,0.000400641
2017,E87715,E07000207,1,0.000133547
2017,E87715,E07000213,1,0.000133547
2017,E87715,E07000228,1,0.000133547
2017,E87715,E07000244,1,0.000133547
2017,E87715,E08000027,1,0.000133547
2017,E87715,E09000003,5,0.000667735
2017,E87715,E09000005,33,0.00440705
2017,E87715,E09000006,2,0.000267094
2017,E87715,E09000007,15,0.00200321
2017,E87715,E09000008,1,0.000133547
2017,E87715,E09000009,21,0.00280449
2017,E87715,E09000011,5,0.000667735
2017,E87715,E09000012,3,0.000400641
2017,E87715,E09000013,230,0.0307158
2017,E87715,E09000014,1,0.000133547
2017,E87715,E09000015,2,0.000267094
2017,E87715,E09000017,1,0.000133547
2017,E87715,E09000018,22,0.00293803
2017,E87715,E09000019,9,0.00120192
2017,E87715,E09000020,6856,0.915598
2017,E87715,E09000021,1,0.000133547
2017,E87715,E09000022,9,0.00120192
2017,E87715,E09000023,3,0.000400641
2017,E87715,E09000025,4,0.000534188
2017,E87715,E09000026,1,0.000133547
2017,E87715,E09000027,6,0.000801282
2017,E87715,E09000028,3,0.000400641
2017,E87715,E09000029,2,0.000267094
2017,E87715,E09000030,5,0.000667735
2017,E87715,E09000031,2,0.000267094
2017,E87715,E09000032,25,0.00333868
2017,E87715,E09000033,207,0.0276442
2017,E87720,E06000058,1,0.000135428
2017,E87720,E09000005,2,0.000270856
2017,E87720,E09000007,2,0.000270856
2017,E87720,E09000009,4,0.000541712
2017,E87720,E09000013,3406,0.461268
2017,E87720,E09000015,1,0.000135428
2017,E87720,E09000018,4,0.000541712
2017,E87720,E09000020,3956,0.535753
2017,E87720,E09000022,1,0.000135428
2017,E87720,E09000024,1,0.000135428
2017,E87720,E09000028,1,0.000135428
2017,E87720,E09000033,5,0.00067714
2017,E87722,E09000003,3,0.000608519
2017,E87722,E09000005,3,0.000608519
2017,E87722,E09000006,1,0.00020284
2017,E87722,E09000007,5,0.0010142
2017,E87722,E09000009,3,0.000608519
2017,E87722,E09000013,4,0.000811359
2017,E87722,E09000014,1,0.00020284
2017,E87722,E09000017,1,0.00020284
2017,E87722,E09000019,1,0.00020284
2017,E87722,E09000020,94,0.0190669
2017,E87722,E09000021,1,0.00020284
2017,E87722,E09000025,1,0.00020284
2017,E87722,E09000028,2,0.00040568
2017,E87722,E09000030,1,0.00020284
2017,E87722,E09000032,1,0.00020284
2017,E87722,E09000033,4808,0.975254
2017,E87733,E06000032,5,0.00142288
2017,E87733,E07000098,2,0.000569152
2017,E87733,E07000102,1,0.000284576
2017,E87733,E09000003,10,0.00284576
2017,E87733,E09000005,421,0.119806
2017,E87733,E09000007,34,0.00967558
2017,E87733,E09000008,1,0.000284576
2017,E87733,E09000009,56,0.0159363
2017,E87733,E09000010,2,0.000569152
2017,E87733,E09000011,2,0.000569152
2017,E87733,E09000012,4,0.0011383
2017,E87733,E09000013,162,0.0461013
2017,E87733,E09000014,1,0.000284576
2017,E87733,E09000015,13,0.00369949
2017,E87733,E09000017,3,0.000853728
2017,E87733,E09000018,6,0.00170746
2017,E87733,E09000019,5,0.00142288
2017,E87733,E09000020,2404,0.684121
2017,E87733,E09000022,1,0.000284576
2017,E87733,E09000026,3,0.000853728
2017,E87733,E09000028,2,0.000569152
2017,E87733,E09000030,4,0.0011383
2017,E87733,E09000031,4,0.0011383
2017,E87733,E09000032,3,0.000853728
2017,E87733,E09000033,365,0.10387
2017,E87735,E09000003,6,0.00436999
2017,E87735,E09000005,460,0.335033
2017,E87735,E09000007,11,0.00801165
2017,E87735,E09000009,1,0.000728332
2017,E87735,E09000013,4,0.00291333
2017,E87735,E09000015,3,0.002185
2017,E87735,E09000019,1,0.000728332
2017,E87735,E09000020,28,0.0203933
2017,E87735,E09000028,2,0.00145666
2017,E87735,E09000031,1,0.000728332
2017,E87735,E09000033,856,0.623452
2017,E87737,E06000060,3,0.00035137
2017,E87737,E07000012,1,0.000117123
2017,E87737,E07000102,1,0.000117123
2017,E87737,E07000105,1,0.000117123
2017,E87737,E07000216,1,0.000117123
2017,E87737,E07000221,1,0.000117123
2017,E87737,E09000001,3,0.00035137
2017,E87737,E09000003,17,0.0019911
2017,E87737,E09000005,47,0.0055048
2017,E87737,E09000006,1,0.000117123
2017,E87737,E09000007,216,0.0252987
2017,E87737,E09000008,1,0.000117123
2017,E87737,E09000009,5,0.000585617
2017,E87737,E09000011,3,0.00035137
2017,E87737,E09000012,8,0.000936988
2017,E87737,E09000013,18,0.00210822
2017,E87737,E09000014,10,0.00117123
2017,E87737,E09000015,4,0.000468494
2017,E87737,E09000017,1,0.000117123
2017,E87737,E09000018,2,0.000234247
2017,E87737,E09000019,21,0.00245959
2017,E87737,E09000020,17,0.0019911
2017,E87737,E09000021,1,0.000117123
2017,E87737,E09000022,11,0.00128836
2017,E87737,E09000023,2,0.000234247
2017,E87737,E09000024,1,0.000117123
2017,E87737,E09000025,4,0.000468494
2017,E87737,E09000027,6,0.000702741
2017,E87737,E09000028,10,0.00117123
2017,E87737,E09000030,22,0.00257672
2017,E87737,E09000031,5,0.000585617
2017,E87737,E09000032,6,0.000702741
2017,E87737,E09000033,8088,0.947294
2017,E87738,E06000005,1,7.53069e-05
2017,E87738,E06000037,1,7.53069e-05
2017,E87738,E06000039,4,0.000301228
2017,E87738,E06000040,1,7.53069e-05
2017,E87738,E06000043,1,7.53069e-05
2017,E87738,E06000054,1,7.53069e-05
2017,E87738,E07000066,2,0.000150614
2017,E87738,E07000069,1,7.53069e-05
2017,E87738,E07000082,1,7.53069e-05
2017,E87738,E07000084,1,7.53069e-05
2017,E87738,E07000095,1,7.53069e-05
2017,E87738,E07000105,1,7.53069e-05
2017,E87738,E07000107,3,0.000225921
2017,E87738,E07000110,1,7.53069e-05
2017,E87738,E07000114,1,7.53069e-05
2017,E87738,E07000115,1,7.53069e-05
2017,E87738,E07000207,3,0.000225921
2017,E87738,E07000209,1,7.53069e-05
2017,E87738,E07000228,1,7.53069e-05
2017,E87738,E08000009,1,7.53069e-05
2017,E87738,E09000001,1,7.53069e-05
2017,E87738,E09000002,2,0.000150614
2017,E87738,E09000003,17,0.00128022
2017,E87738,E09000004,1,7.53069e-05
2017,E87738,E09000005,37,0.00278635
2017,E87738,E09000006,7,0.000527148
2017,E87738,E09000007,21,0.00158144
2017,E87738,E09000008,6,0.000451841
2017,E87738,E09000009,33,0.00248513
2017,E87738,E09000010,4,0.000301228
2017,E87738,E09000011,5,0.000376534
2017,E87738,E09000012,13,0.000978989
2017,E87738,E09000013,124,0.00933805
2017,E87738,E09000014,15,0.0011296
2017,E87738,E09000015,3,0.000225921
2017,E87738,E09000018,29,0.0021839
2017,E87738,E09000019,10,0.000753069
2017,E87738,E09000020,10011,0.753897
2017,E87738,E09000021,3,0.000225921
2017,E87738,E09000022,38,0.00286166
2017,E87738,E09000023,6,0.000451841
2017,E87738,E09000024,2,0.000150614
2017,E87738,E09000025,18,0.00135552
2017,E87738,E09000026,3,0.000225921
2017,E87738,E09000027,7,0.000527148
2017,E87738,E09000028,24,0.00180737
2017,E87738,E09000029,1,7.53069e-05
2017,E87738,E09000030,24,0.00180737
2017,E87738,E09000031,11,0.000828376
2017,E87738,E09000032,93,0.00700354
2017,E87738,E09000033,2682,0.201973
2017,E87739,E06000034,1,0.000145794
2017,E87739,E06000062,1,0.000145794
2017,E87739,E07000110,1,0.000145794
2017,E87739,E07000179,1,0.000145794
2017,E87739,E08000032,1,0.000145794
2017,E87739,E09000003,2,0.000291588
2017,E87739,E09000004,1,0.000145794
2017,E87739,E09000005,3,0.000437382
2017,E87739,E09000007,4,0.000583175
2017,E87739,E09000008,2,0.000291588
2017,E87739,E09000009,1,0.000145794
2017,E87739,E09000011,1,0.000145794
2017,E87739,E09000012,1,0.000145794
2017,E87739,E09000013,1,0.000145794
2017,E87739,E09000014,2,0.000291588
2017,E87739,E09000019,5,0.000728969
2017,E87739,E09000020,17,0.0024785
2017,E87739,E09000022,33,0.0048112
2017,E87739,E09000023,3,0.000437382
2017,E87739,E09000024,2,0.000291588
2017,E87739,E09000025,3,0.000437382
2017,E87739,E09000028,7,0.00102056
2017,E87739,E09000030,5,0.000728969
2017,E87739,E09000031,1,0.000145794
2017,E87739,E09000032,115,0.0167663
2017,E87739,E09000033,6645,0.9688
2017,E87740,E06000003,2,0.00099108
2017,E87740,E06000018,1,0.00049554
2017,E87740,E06000026,1,0.00049554
2017,E87740,E06000039,1,0.00049554
2017,E87740,E06000058,1,0.00049554
2017,E87740,E07000072,1,0.00049554
2017,E87740,E07000098,1,0.00049554
2017,E87740,E07000112,1,0.00049554
2017,E87740,E07000208,2,0.00099108
2017,E87740,E09000001,1,0.00049554
2017,E87740,E09000003,5,0.0024777
2017,E87740,E09000005,12,0.00594648
2017,E87740,E09000006,2,0.00099108
2017,E87740,E09000007,19,0.00941526
2017,E87740,E09000008,2,0.00099108
2017,E87740,E09000009,5,0.0024777
2017,E87740,E09000010,6,0.00297324
2017,E87740,E09000011,4,0.00198216
2017,E87740,E09000012,8,0.00396432
2017,E87740,E09000013,10,0.0049554
2017,E87740,E09000014,7,0.00346878
2017,E87740,E09000017,1,0.00049554
2017,E87740,E09000018,1,0.00049554
2017,E87740,E09000019,8,0.00396432
2017,E87740,E09000020,22,0.0109019
2017,E87740,E09000022,15,0.0074331
2017,E87740,E09000023,9,0.00445986
2017,E87740,E09000025,6,0.00297324
2017,E87740,E09000026,1,0.00049554
2017,E87740,E09000028,12,0.00594648
2017,E87740,E09000030,8,0.00396432
2017,E87740,E09000031,6,0.00297324
2017,E87740,E09000032,5,0.0024777
2017,E87740,E09000033,1832,0.90783
2017,E87741,E09000002,1,0.000260824
2017,E87741,E09000003,7,0.00182577
2017,E87741,E09000005,157,0.0409494
2017,E87741,E09000007,32,0.00834637
2017,E87741,E09000008,1,0.000260824
2017,E87741,E09000009,10,0.00260824
2017,E87741,E09000010,1,0.000260824
2017,E87741,E09000012,1,0.000260824
2017,E87741,E09000013,2,0.000521648
2017,E87741,E09000015,2,0.000521648
2017,E87741,E09000018,1,0.000260824
2017,E87741,E09000019,1,0.000260824
2017,E87741,E09000020,96,0.0250391
2017,E87741,E09000023,1,0.000260824
2017,E87741,E09000031,1,0.000260824
2017,E87741,E09000033,3520,0.918101
2017,E87742,E06000039,1,0.000402901
2017,E87742,E07000076,1,0.000402901
2017,E87742,E09000003,3,0.0012087
2017,E87742,E09000005,380,0.153102
2017,E87742,E09000006,1,0.000402901
2017,E87742,E09000007,3,0.0012087
2017,E87742,E09000009,45,0.0181305
2017,E87742,E09000010,1,0.000402901
2017,E87742,E09000011,1,0.000402901
2017,E87742,E09000012,1,0.000402901
2017,E87742,E09000013,80,0.0322321
2017,E87742,E09000014,1,0.000402901
2017,E87742,E09000015,1,0.000402901
2017,E87742,E09000017,5,0.0020145
2017,E87742,E09000018,4,0.0016116
2017,E87742,E09000020,1594,0.642224
2017,E87742,E09000032,1,0.000402901
2017,E87742,E09000033,359,0.144641
2017,E87745,E06000026,1,0.000160565
2017,E87745,E06000040,2,0.00032113
2017,E87745,E06000060,1,0.000160565
2017,E87745,E07000089,1,0.000160565
2017,E87745,E07000102,4,0.000642261
2017,E87745,E07000111,1,0.000160565
2017,E87745,E07000173,1,0.000160565
2017,E87745,E07000207,2,0.00032113
2017,E87745,E07000215,3,0.000481696
2017,E87745,E07000229,1,0.000160565
2017,E87745,E09000001,4,0.000642261
2017,E87745,E09000003,5,0.000802826
2017,E87745,E09000005,8,0.00128452
2017,E87745,E09000006,1,0.000160565
2017,E87745,E09000007,57,0.00915222
2017,E87745,E09000008,2,0.00032113
2017,E87745,E09000009,6,0.000963391
2017,E87745,E09000011,3,0.000481696
2017,E87745,E09000012,6,0.000963391
2017,E87745,E09000013,4,0.000642261
2017,E87745,E09000014,5,0.000802826
2017,E87745,E09000015,2,0.00032113
2017,E87745,E09000017,3,0.000481696
2017,E87745,E09000018,4,0.000642261
2017,E87745,E09000019,15,0.00240848
2017,E87745,E09000020,10,0.00160565
2017,E87745,E09000022,13,0.00208735
2017,E87745,E09000023,1,0.000160565
2017,E87745,E09000024,2,0.00032113
2017,E87745,E09000025,2,0.00032113
2017,E87745,E09000027,1,0.000160565
2017,E87745,E09000028,5,0.000802826
2017,E87745,E09000030,10,0.00160565
2017,E87745,E09000031,1,0.000160565
2017,E87745,E09000032,3,0.000481696
2017,E87745,E09000033,6038,0.969493
2017,E87746,E06000018,1,0.000370645
2017,E87746,E06000042,1,0.000370645
2017,E87746,E07000071,1,0.000370645
2017,E87746,E07000116,1,0.000370645
2017,E87746,E07000208,1,0.000370645
2017,E87746,E07000214,1,0.000370645
2017,E87746,E09000001,1,0.000370645
2017,E87746,E09000002,2,0.00074129
2017,E87746,E09000003,2,0.00074129
2017,E87746,E09000004,1,0.000370645
2017,E87746,E09000005,58,0.0214974
2017,E87746,E09000007,5,0.00185322
2017,E87746,E09000008,2,0.00074129
2017,E87746,E09000009,70,0.0259451
2017,E87746,E09000013,203,0.0752409
2017,E87746,E09000014,2,0.00074129
2017,E87746,E09000015,7,0.00259451
2017,E87746,E09000017,15,0.00555967
2017,E87746,E09000018,30,0.0111193
2017,E87746,E09000019,6,0.00222387
2017,E87746,E09000020,2157,0.799481
2017,E87746,E09000021,2,0.00074129
2017,E87746,E09000022,11,0.00407709
2017,E87746,E09000023,5,0.00185322
2017,E87746,E09000024,1,0.000370645
2017,E87746,E09000025,5,0.00185322
2017,E87746,E09000026,1,0.000370645
2017,E87746,E09000027,7,0.00259451
